SeniorCitizen,tenure,MonthlyCharges,TotalCharges,customer_value,Contract_One year,Contract_Two year,Dependents_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,InternetService_Fiber optic,InternetService_No,OnlineBackup_No internet service,OnlineBackup_Yes,OnlineSecurity_No internet service,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,StreamingMovies_No internet service,StreamingMovies_Yes,StreamingTV_No internet service,StreamingTV_Yes,TechSupport_No internet service,TechSupport_Yes,contract_numeric_2,contract_numeric_3,monthly_charges_group_高消费,tenure_group_3-5年,tenure_group_5年以上,monthly_tenure_interaction,avg_monthly_charge,customer_cluster
0,52,79.75,4217.8,4147.0,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,True,False,True,True,True,False,4147.0,81.11153846153846,0
0,69,64.15,4254.1,4426.35,False,True,True,False,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,True,4426.35,61.6536231884058,0
1,43,90.25,3838.75,3880.75,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,3880.75,89.27325581395348,0
0,15,99.1,1426.4,1486.5,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,1486.5,95.09333333333333,1
1,25,69.5,1752.65,1737.5,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,1737.5,70.10600000000001,1
1,8,80.65,633.3,645.2,False,False,False,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,645.2,79.1625,3
1,60,74.85,4456.35,4491.0,True,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,False,True,True,False,True,True,False,4491.0,74.27250000000001,0
1,18,95.45,1752.55,1718.1000000000001,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,1718.1000000000001,97.36388888888888,1
0,63,99.65,6311.2,6277.950000000001,True,False,True,False,False,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,True,False,True,6277.950000000001,100.17777777777778,2
1,66,108.45,7076.35,7157.7,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,True,False,False,False,True,7157.7,107.21742424242424,2
0,34,24.95,894.3,848.3,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,False,848.3,26.302941176470586,3
0,72,107.5,7853.7,7740.0,False,True,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,7740.0,109.07916666666667,2
0,47,100.5,4707.1,4723.5,False,False,False,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,4723.5,100.15106382978725,0
0,60,89.9,5450.7,5394.0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,5394.0,90.845,2
0,72,42.1,2962.0,3031.2000000000003,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,3031.2000000000003,41.138888888888886,1
0,18,54.4,957.1,979.1999999999999,True,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,979.1999999999999,53.172222222222224,3
0,9,94.4,857.25,849.6,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,849.6,95.25,3
0,3,75.3,244.1,225.89999999999998,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,225.89999999999998,81.36666666666666,3
0,47,78.9,3650.35,3708.3,True,False,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,3708.3,77.66702127659575,0
0,31,79.2,2497.2,2455.2000000000003,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,2455.2000000000003,80.55483870967741,1
0,50,20.15,930.9,1007.4999999999999,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1007.4999999999999,18.618,3
0,10,79.85,887.35,798.5,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,798.5,88.735,3
0,1,49.05,49.05,49.05,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,49.05,49.05,3
0,52,20.4,1090.65,1060.8,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,1060.8,20.974038461538463,3
1,64,111.6,7099.0,7142.4,False,True,True,False,True,True,False,False,False,False,True,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,7142.4,110.921875,2
0,62,24.25,1424.6,1503.5,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,1503.5,22.97741935483871,1
0,3,64.5,177.4,193.5,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,193.5,59.13333333333333,3
1,56,110.5,6139.5,6188.0,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,6188.0,109.63392857142857,2
0,46,55.65,2688.85,2559.9,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,2559.9,58.45326086956521,1
0,8,54.65,482.25,437.2,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,437.2,60.28125,3
1,30,74.75,2111.3,2242.5,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,2242.5,70.37666666666668,1
0,45,25.9,1216.6,1165.5,True,False,True,True,False,False,True,True,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False,False,True,False,1165.5,27.035555555555554,1
0,1,79.35,79.35,79.35,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,79.35,79.35,3
0,11,50.55,565.35,556.05,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,556.05,51.39545454545455,3
0,7,75.15,496.9,526.0500000000001,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,526.0500000000001,70.98571428571428,3
0,42,103.8,4327.5,4359.599999999999,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,4359.599999999999,103.03571428571429,0
0,49,20.15,973.35,987.3499999999999,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,987.3499999999999,19.864285714285714,3
0,9,99.3,918.75,893.6999999999999,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,893.6999999999999,102.08333333333333,3
0,35,62.15,2215.45,2175.25,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,2175.25,63.29857142857142,1
0,48,20.65,1057.0,991.1999999999999,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,991.1999999999999,22.020833333333332,3
0,46,19.95,927.1,917.6999999999999,False,True,True,True,False,False,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,False,False,True,False,True,False,917.6999999999999,20.15434782608696,3
0,29,33.75,1009.25,978.75,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,978.75,34.80172413793103,3
0,30,82.05,2570.2,2461.5,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2461.5,85.67333333333333,1
1,1,74.7,74.7,74.7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,74.7,74.7,3
0,66,84.0,5714.25,5544.0,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,False,True,True,False,True,5544.0,86.57954545454545,2
0,65,111.05,7107.0,7218.25,False,False,False,False,True,True,False,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,7218.25,109.33846153846154,2
0,72,100.9,7459.05,7264.8,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,7264.8,103.59791666666666,2
0,12,78.95,927.35,947.4000000000001,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,947.4000000000001,77.27916666666667,3
0,71,66.85,4748.7,4746.349999999999,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,4746.349999999999,66.8830985915493,0
0,5,21.05,113.85,105.25,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,105.25,22.77,3
0,52,21.0,1107.2,1092.0,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,1092.0,21.292307692307695,3
1,25,98.5,2514.5,2462.5,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,2462.5,100.58,1
0,1,20.2,20.2,20.2,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,20.2,20.2,3
0,1,19.45,19.45,19.45,False,False,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,19.45,19.45,3
0,38,95.0,3605.6,3610.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,3610.0,94.88421052631578,0
1,66,45.55,3027.25,3006.2999999999997,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,3006.2999999999997,45.86742424242424,1
0,68,110.0,7611.85,7480.0,False,True,False,False,True,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,7480.0,111.93897058823529,2
0,5,24.3,100.2,121.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,121.5,20.04,3
0,72,104.15,7303.05,7498.8,True,False,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,7498.8,101.43125,2
0,32,30.15,927.65,964.8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,964.8,28.9890625,3
0,43,94.35,3921.3,4057.0499999999997,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,4057.0499999999997,91.19302325581396,0
0,72,19.4,1363.25,1396.8,False,True,True,True,False,False,True,True,False,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,False,False,True,1396.8,18.93402777777778,1
0,55,96.75,5238.9,5321.25,False,False,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,5321.25,95.25272727272727,0
0,52,57.95,3042.25,3013.4,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,3013.4,58.50480769230769,1
0,43,91.65,3954.1,3940.9500000000003,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,3940.9500000000003,91.95581395348837,0
1,37,76.5,2868.15,2830.5,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,2830.5,77.51756756756757,1
0,64,54.6,3423.5,3494.4,False,True,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,True,False,False,True,3494.4,53.4921875,0
0,3,89.85,248.4,269.54999999999995,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,269.54999999999995,82.8,3
0,36,31.05,1126.35,1117.8,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1117.8,31.287499999999998,3
0,10,100.25,1064.65,1002.5,False,False,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,1002.5,106.465,3
0,41,20.65,835.15,846.65,False,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,846.65,20.36951219512195,3
0,27,85.2,2151.6,2300.4,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,2300.4,79.68888888888888,1
0,56,99.8,5515.45,5588.8,True,False,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,True,True,False,5588.8,98.49017857142857,2
0,6,20.7,112.75,124.19999999999999,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,124.19999999999999,18.791666666666668,3
0,3,74.4,229.55,223.20000000000002,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,223.20000000000002,76.51666666666667,3
0,7,50.7,350.35,354.90000000000003,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,354.90000000000003,50.050000000000004,3
0,4,20.85,62.9,83.4,False,False,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,False,False,False,False,83.4,15.725,3
0,33,88.95,3027.65,2935.35,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,2935.35,91.7469696969697,1
1,27,78.05,2135.5,2107.35,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2107.35,79.0925925925926,1
0,72,23.55,1723.95,1695.6000000000001,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,1695.6000000000001,23.94375,1
0,1,19.75,19.75,19.75,False,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,19.75,19.75,3
1,71,56.45,3985.35,4007.9500000000003,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,4007.9500000000003,56.131690140845066,0
0,13,85.95,1215.65,1117.3500000000001,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,1117.3500000000001,93.51153846153846,1
0,25,58.6,1502.65,1465.0,False,False,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1465.0,60.106,1
0,67,50.55,3260.1,3386.85,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,3386.85,48.65820895522388,0
0,1,35.45,35.45,35.45,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,35.45,35.45,3
0,2,44.35,81.25,88.7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,88.7,40.625,3
0,43,25.7,1188.2,1105.1,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,1105.1,27.632558139534886,1
0,23,75.0,1778.5,1725.0,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1725.0,77.32608695652173,1
0,64,20.2,1277.75,1292.8,False,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,False,False,True,1292.8,19.96484375,1
0,57,19.6,1170.55,1117.2,False,True,True,True,False,False,True,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False,True,False,True,False,1117.2,20.5359649122807,3
1,1,70.45,70.45,70.45,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,70.45,70.45,3
1,72,88.05,6425.65,6339.599999999999,False,True,True,False,True,False,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,True,False,True,6339.599999999999,89.24513888888889,2
0,8,71.15,563.65,569.2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,569.2,70.45625,3
0,61,101.05,5971.25,6164.05,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,6164.05,97.88934426229508,2
0,64,84.3,5289.05,5395.2,True,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,5395.2,82.64140625,0
1,71,23.95,1756.2,1700.45,False,True,False,True,False,False,True,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,1700.45,24.735211267605635,1
0,65,99.05,6416.7,6438.25,False,True,True,False,False,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,6438.25,98.71846153846154,2
0,3,19.6,61.35,58.800000000000004,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,False,58.800000000000004,20.45,3
0,1,45.65,45.65,45.65,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,45.65,45.65,3
0,30,64.5,1929.95,1935.0,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,1935.0,64.33166666666666,1
0,15,69.5,1071.4,1042.5,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1042.5,71.42666666666668,3
0,8,68.55,564.35,548.4,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False,548.4,70.54375,3
0,7,95.0,655.5,665.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,665.0,93.64285714285714,3
0,70,108.15,7930.55,7570.5,True,False,True,False,True,True,False,False,True,False,True,True,True,True,False,False,False,True,False,True,False,False,True,False,False,False,True,7570.5,113.29357142857143,2
